Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
2167,1,"0,5534999967","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",sistem order kendala customer marah antisipasi diketatin server ramai tanggulang puas konsumen,negatif,playstore,"Pengiriman lambat, susah tracking resi",sistem order kendala customer marah antisipasi diketatin server ramai tanggulang puas konsumen
2168,1,"0,5879999995","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",error,negatif,playstore,"Pengiriman lambat, susah tracking resi",error
2169,1,"0,939899981","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",verifikasi muncul nomor verifikasi ribet coba langsung noresi muncul emosi uninstall,negatif,playstore,"Pengiriman lambat, susah tracking resi",verifikasi muncul nomor verifikasi ribet coba langsung noresi muncul emosi uninstall
2170,2,"0,9171000123","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",payah kantor dicancel tanggung nyata blum dicancel,negatif,playstore,Pelayanan lambat dan buruk,payah kantor dicancel tanggung nyata blum dicancel
2171,0,"0,6179000139","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",negeri suruh bayar pajak giro bayar status bayar tagih status ubah lunas bayar kecewa updatenya bayar,negatif,playstore,Pelayanan sangat buruk,negeri suruh bayar pajak giro bayar status bayar tagih status ubah lunas bayar kecewa updatenya bayar
2172,1,"0,510800004","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",parah tanggal ngirimnya jakarta timur ciputat resi hasil muter muter sesal konsumen ngamuk ngamuk,negatif,playstore,"Pengiriman lambat, susah tracking resi",parah tanggal ngirimnya jakarta timur ciputat resi hasil muter muter sesal konsumen ngamuk ngamuk
2173,2,"0,7849000096","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lambat puas,negatif,playstore,Pelayanan lambat dan buruk,lambat puas
2174,1,"0,7634999752","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kadang eror,negatif,playstore,"Pengiriman lambat, susah tracking resi",kadang eror
2175,2,"0,7991999984","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bintang rendah bintang kasih bintang kecewa pesan tungguin riwayat order dinotif tdak hilangnyaorderan,negatif,playstore,Pelayanan lambat dan buruk,bintang rendah bintang kasih bintang kecewa pesan tungguin riwayat order dinotif tdak hilangnyaorderan
2176,0,"0,8141999841","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",direcomended pesan bermingu minggu hancur,negatif,playstore,Pelayanan sangat buruk,direcomended pesan bermingu minggu hancur
2177,1,"0,804799974","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",ribet bantu usaha,negatif,playstore,"Pengiriman lambat, susah tracking resi",ribet bantu usaha
2178,1,"0,7515000105","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",nyesal nyasar resi foto upload foto,negatif,playstore,"Pengiriman lambat, susah tracking resi",nyesal nyasar resi foto upload foto
2179,0,"0,9431999922","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kapok mengunakan indonesia install bayar mahal mahal bawa keliling indonesia ajur ajur,negatif,playstore,Pelayanan sangat buruk,kapok mengunakan install bayar mahal mahal bawa keliling ajur ajur
2180,1,"0,8438000083","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kali negeritrack resi eror systempengaduan eror systemke robot jawabbner kapok indonesiaudh mahal layan kecewa,negatif,playstore,"Pengiriman lambat, susah tracking resi",negeritrack resi eror systempengaduan eror systemke robot jawabbner kapok indonesiaudh mahal layan kecewa
2181,2,"0,9186000228","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kerja malas proses bongkar muat kota tuju,negatif,playstore,Pelayanan lambat dan buruk,kerja malas proses bongkar muat kota tuju
2182,0,"0,5037000179","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",woii kali kasih nama kilat khusus kayak belah beda kelas kayak siputt kerja tidur adek profesional jasa,negatif,playstore,Pelayanan sangat buruk,woii kasih nama kilat khusus kayak belah beda kelas kayak siputt kerja tidur adek profesional jasa
2183,0,"0,8903999925","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",parah banget pengirimaya kapok kapok sekapokapokya,negatif,playstore,Pelayanan sangat buruk,parah pengirimaya kapok kapok sekapokapokya
2184,2,"0,7907999754","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",layan jelek,negatif,playstore,Pelayanan lambat dan buruk,layan jelek
2185,1,"0,6322000027","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kecewa tidah gera kota,negatif,playstore,"Pengiriman lambat, susah tracking resi",kecewa tidah gera kota
2186,1,"0,4436999857","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kapok dokumen payah,negatif,playstore,"Pengiriman lambat, susah tracking resi",kapok dokumen payah
2187,2,"0,8373000026","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",terimakasih bikin kecewa,negatif,playstore,Pelayanan lambat dan buruk,terimakasih bikin kecewa
2188,0,"0,9447000027","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",cair dana codnya bagus cepat murah ongkirnya gagal suruh anter kasih ubah status jadinyaa sbnrnya kendala harusnyaa info pngirim diupdatee biarr dismpaikan kendala,negatif,playstore,Pelayanan sangat buruk,cair dana codnya bagus cepat murah ongkirnya gagal suruh anter kasih ubah status jadinyaa sbnrnya kendala harusnyaa info pngirim diupdatee biarr dismpaikan kendala
2189,0,"0,6545000076","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",sanagat,negatif,playstore,Pelayanan sangat buruk,sanagat
2190,1,"0,8223999739","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",ribet ongkir susah,negatif,playstore,"Pengiriman lambat, susah tracking resi",ribet ongkir susah
2191,1,"0,880400002","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",registrasi posaja gagal verifikasi muncul,negatif,playstore,"Pengiriman lambat, susah tracking resi",registrasi posaja gagal verifikasi muncul
2192,1,"0,8288999796","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",payah akun kasih salah,negatif,playstore,"Pengiriman lambat, susah tracking resi",payah akun kasih salah
2193,1,"0,9639999866","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kagak registrasi kode verifikasi kagak muncul muncul ulang kali kali kagak muncul kode verifikasi nomor ketik mata belalakin biar error,negatif,playstore,"Pengiriman lambat, susah tracking resi",kagak registrasi kode verifikasi kagak muncul muncul ulang kagak muncul kode verifikasi nomor ketik mata belalakin biar error
2194,0,"0,9291999936","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",bagus membantutapi sayang volumetrik bossjadi mahal ongkirnyanilai ongkirnya mahal,negatif,playstore,Pelayanan sangat buruk,bagus membantutapi sayang volumetrik bossjadi mahal ongkirnyanilai ongkirnya mahal
2195,0,"0,9147999883","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",bumn mengkene mosok kalah karo suwasta getinng,negatif,playstore,Pelayanan sangat buruk,bumn mengkene mosok kalah karo suwasta getinng
2196,1,"0,8575000167","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah bgtaktifa sulit ribet,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah bgtaktifa sulit ribet
2197,1,"0,7663000226","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",regis gajelass,negatif,playstore,"Pengiriman lambat, susah tracking resi",regis gajelass
2198,0,"0,9424999952","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",malas gonta ganti channel rubah jelek uang seller pegang kurirnyklo duit ditfapa channel jelek,negatif,playstore,Pelayanan sangat buruk,malas gonta ganti channel rubah jelek uang seller pegang kurirnyklo duit ditfapa channel jelek
2199,0,"0,5400000215","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",area gercep sabar suka tungguin packing jabodetabek cepat bandung bogor cepat besok khusus area tangsel lelet komplen tolong kondisi terimakasih,negatif,playstore,Pelayanan sangat buruk,area gercep sabar suka tungguin packing jabodetabek cepat bandung bogor cepat besok khusus area tangsel lelet komplen tolong kondisi terimakasih
2200,0,"0,6678000093","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",harga belah papua belah pesawat laut makan busuk reguler economi nunggu tanjung priuk main sesal kecewa,negatif,playstore,Pelayanan sangat buruk,harga belah papua belah pesawat laut makan busuk reguler economi nunggu tanjung priuk main sesal kecewa
2201,2,"0,788500011","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",cepat kecewa,negatif,playstore,Pelayanan lambat dan buruk,cepat kecewa
2202,0,"0,6539000273","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",layan buruk kecewa juni terima bayar sialamat terima juni uang masuk rekening juli lambat minggu komplain masak komplain harap layan uang terima harap setor lambat minggu uang dikemanain lambat minggu,negatif,playstore,Pelayanan sangat buruk,layan buruk kecewa juni terima bayar sialamat terima juni uang masuk rekening juli lambat minggu komplain masak komplain harap layan uang terima harap setor lambat minggu uang dikemanain lambat minggu
2203,2,"0,5874999762","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",gerak terang salah input proses gagal lahgaje banget kabupaten komplain solusi,negatif,playstore,Pelayanan lambat dan buruk,gerak terang salah input proses gagal lahgaje kabupaten komplain solusi
2205,0,"0,9301999807","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",jasa pngriman delay negeri info playanan buruk lamban terima kasih,negatif,playstore,Pelayanan sangat buruk,jasa pngriman delay negeri info playanan buruk lamban terima kasih
2206,1,"0,6915000081","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",parah pemberitahuan deliverynya telat muncul sore deliverynya pagi digagalin mulu kapai delivery kagak,negatif,playstore,"Pengiriman lambat, susah tracking resi",parah pemberitahuan deliverynya telat muncul sore deliverynya pagi digagalin mulu kapai delivery kagak
2207,1,"0,945900023","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah banget volumetrik unknown habis paksa resi cetak klik kantor alhasil ngisi volumetrik unknown,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah volumetrik unknown habis paksa resi cetak klik kantor alhasil ngisi volumetrik unknown
2208,0,"0,8550999761","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",saran jual terima beli status resi return duga uang seleweng setor sistem return jual numpuk gudang hilang ganti rugi,negatif,playstore,Pelayanan sangat buruk,saran jual terima beli status resi return duga uang seleweng setor sistem return jual numpuk gudang hilang ganti rugi
2209,2,"0,6863999963","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lambat,negatif,playstore,Pelayanan lambat dan buruk,lambat
2210,2,"0,9309999943","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa ress beda pengirman camat jarak paketkacau kacau,negatif,playstore,Pelayanan lambat dan buruk,kecewa resi beda pengirman camat jarak paketkacau kacau
2211,1,"0,8235999942","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",internal server error payah,negatif,playstore,"Pengiriman lambat, susah tracking resi",internal server error payah
2212,1,"0,9100999832","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",registrasi muncul klik ulang verifikasi nomor aneh,negatif,playstore,"Pengiriman lambat, susah tracking resi",registrasi muncul klik ulang verifikasi nomor aneh
2213,0,"0,7570999861","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",gagal total,negatif,playstore,Pelayanan sangat buruk,gagal total
2214,0,"0,8945000172","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",layan pualing buruk indonesia kota nyampek minggu,negatif,playstore,Pelayanan sangat buruk,layan pualing buruk kota nyampek minggu
2215,0,"0,4828999937","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",susah tarif,negatif,playstore,Pelayanan sangat buruk,susah tarif
2216,1,"0,8539000154","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah user kode kali kali,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah user kode
2217,1,"0,8169999719","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",aneh dftr anjir,negatif,playstore,"Pengiriman lambat, susah tracking resi",aneh dftr
2218,2,"0,6159999967","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",gila update eror sumpah kesal bikin pket lambat,negatif,playstore,Pelayanan lambat dan buruk,gila update eror sumpah kesal bikin pket lambat
2219,2,"0,6863999963","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lambat,negatif,playstore,Pelayanan lambat dan buruk,lambat
2220,1,"0,6423000097","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",aing,negatif,playstore,"Pengiriman lambat, susah tracking resi",aing
2221,1,"0,8062999845","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",internal server error,negatif,playstore,"Pengiriman lambat, susah tracking resi",internal server error
2222,2,"0,9222999811","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",layan kayak anjing haritutup perusaahan layan bagusanj,negatif,playstore,Pelayanan lambat dan buruk,layan kayak haritutup perusaahan layan bagusanj
2223,1,"0,929700017","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",tolong kasih pemanin handal masuk didik hasil kerja maksimal update tanggung buru,negatif,playstore,"Pengiriman lambat, susah tracking resi",tolong kasih pemanin handal masuk didik hasil kerja maksimal update tanggung buru
2224,0,"0,5604000092","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",tarif data,negatif,playstore,Pelayanan sangat buruk,tarif data
2225,1,"0,7925000191","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",booking order buka masuk tolong sistem lacak error data terkadang hilang muncul kesini buruk,negatif,playstore,"Pengiriman lambat, susah tracking resi",booking order buka masuk tolong sistem lacak error data terkadang hilang muncul kesini buruk
2226,1,"0,554799974","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",mudah transaksi uang bikin rugi posaja mobile masuk saldo posaja potong uang lari chat admin indonesia responnya lelet banget nunggu dibales uang pemberitahuan email email masuk gakmau ikhlas kapok transaksi,negatif,playstore,"Pengiriman lambat, susah tracking resi",mudah transaksi uang bikin rugi posaja mobile masuk saldo posaja potong uang lari chat admin responnya lelet nunggu dibales uang pemberitahuan email email masuk gakmau ikhlas kapok transaksi
2227,1,"0,648999989","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",eror,negatif,playstore,"Pengiriman lambat, susah tracking resi",eror
2228,2,"0,527700007","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",temu alamat terima telp dongdi situ tera hpjangan main ambil simpul rumah kosong terima tunggu parah banget pelayanannyamana dokumen harga kecewa berat,negatif,playstore,Pelayanan lambat dan buruk,temu alamat terima telp dongdi situ tera hpjangan main ambil simpul rumah kosong terima tunggu parah pelayanannyamana dokumen harga kecewa berat
2229,2,"0,8421999812","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",perintah lambat banget,negatif,playstore,Pelayanan lambat dan buruk,perintah lambat
2230,1,"0,5212000012","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",error input nama alamat hptp,negatif,playstore,"Pengiriman lambat, susah tracking resi",error input nama alamat hptp
2231,2,"0,5173000097","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bagus lancar lancar order ganggu server pemberitahuan,negatif,playstore,Pelayanan lambat dan buruk,bagus lancar lancar order ganggu server pemberitahuan
2232,0,"0,9399999976","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",mending pikir apps mudah cepat kerja jual sulit makan booking menit astaghfirullah tolong,negatif,playstore,Pelayanan sangat buruk,mending pikir apps mudah cepat kerja jual sulit makan booking menit astaghfirullah tolong
2233,2,"0,6710000038","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa berat indonesia bikin online nasib dibalikin surabaya alamat proteksi alamat temu payah swasta bubarin,negatif,playstore,Pelayanan lambat dan buruk,kecewa berat bikin online nasib dibalikin surabaya alamat proteksi alamat temu payah swasta bubarin
2234,0,"0,6744999886","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",tuju mudah sulit pintar bikin maksa pilih bayar dana linkaja saing diandelin rubah tinggal jaman,negatif,playstore,Pelayanan sangat buruk,tuju mudah sulit pintar bikin maksa pilih bayar dana linkaja saing diandelin rubah tinggal jaman
2235,2,"0,6047000289","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kasih rating bintang layan tanjung pinang minggu batam kamis tracking stuck tanjung pinang lambat provinsi kali layan jasa buruk profesional estimasi ikan kecewa layan kali,negatif,playstore,Pelayanan lambat dan buruk,kasih rating bintang layan tanjung pinang minggu batam kamis tracking stuck tanjung pinang lambat provinsi layan jasa buruk profesional estimasi ikan kecewa layan
2236,1,"0,6577000022","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",lancar masuk susah eror,negatif,playstore,"Pengiriman lambat, susah tracking resi",lancar masuk susah eror
2237,0,"0,9003999829","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",banget situs perintah maju tolong banget cepat pemrintahan kalah swasta,negatif,playstore,Pelayanan sangat buruk,situs perintah maju tolong cepat pemrintahan kalah swasta
2238,1,"0,5896999836","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",lucu applikasi chat ubah email salah ketik suruh kantor ribet banget laku alhasil uninstal lupa,negatif,playstore,"Pengiriman lambat, susah tracking resi",lucu applikasi chat ubah email salah ketik suruh kantor ribet laku alhasil uninstal lupa
2239,0,"0,7875000238","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",layan batal manfaat,negatif,playstore,Pelayanan sangat buruk,layan batal manfaat
2240,0,"0,9082999825","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",aneh kemari status manado ternate pket dimando,negatif,playstore,Pelayanan sangat buruk,aneh kemari status manado ternate pket dimando
2241,2,"0,7835999727","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sampah layan,negatif,playstore,Pelayanan lambat dan buruk,sampah layan
2242,1,"0,763800025","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah masuk order banget,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah masuk order
2243,0,"0,6147999763","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",complain anter rumah ambil kantor buruk banget,negatif,playstore,Pelayanan sangat buruk,complain anter rumah ambil kantor buruk
2244,1,"0,8662999868","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",pagi dowload tunda data ribet hadehh,negatif,playstore,"Pengiriman lambat, susah tracking resi",pagi dowload tunda data ribet hadehh
2245,0,"0,5634999871","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",paham orang malas mengunakan jasa bumn benae bikin emosi super data tracking jalan proses stag kantor opor sinikapok,negatif,playstore,Pelayanan sangat buruk,paham orang malas mengunakan jasa bumn benae bikin emosi super data tracking jalan proses stag kantor opor sinikapok
2246,0,"0,9065999985","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",layan buruk tanggal madiun tuju kendari tanggal kabar,negatif,playstore,Pelayanan sangat buruk,layan buruk tanggal madiun tuju kendari tanggal kabar
2247,1,"0,6058999896","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",lacak uang masuk saldo giropos kecewa,negatif,playstore,"Pengiriman lambat, susah tracking resi",lacak uang masuk saldo giropos kecewa
2248,1,"0,8930000067","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",bikin susah verifikasi muncul ulang download,negatif,playstore,"Pengiriman lambat, susah tracking resi",bikin susah verifikasi muncul ulang download
2249,0,"0,8470000029","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",jumbo ongkir super mahaal lelett,negatif,playstore,Pelayanan sangat buruk,jumbo ongkir super mahaal lelett
2250,1,"0,7649999857","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah registrasi,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah registrasi
2251,1,"0,8898000121","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",download ulang registrasi gagal ganti kartu kecewa,negatif,playstore,"Pengiriman lambat, susah tracking resi",download ulang registrasi gagal ganti kartu kecewa
2252,2,"0,7459999919","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",please uninstal niat mudah sulit bagus inovatif operasional bagus kaya rumit kerja tunggu muncul tutup,negatif,playstore,Pelayanan lambat dan buruk,please uninstal niat mudah sulit bagus inovatif operasional bagus rumit kerja tunggu muncul tutup
2253,1,"0,8525000215","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah banget pulih akun masuk,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah pulih akun masuk
2254,1,"0,8998000026","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",registrasi susah masukin notelpon kode masuk,negatif,playstore,"Pengiriman lambat, susah tracking resi",registrasi susah masukin notelpon kode masuk
2255,0,"0,9671999812","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",saran mending alih layan dana cair transaksi masuk rekening komplain dana rumit makan transaksi cairapalagi pegawai pegawai ramah layan keluh keluh customer,negatif,playstore,Pelayanan sangat buruk,saran mending alih layan dana cair transaksi masuk rekening komplain dana rumit makan transaksi cairapalagi pegawai pegawai ramah layan keluh keluh customer
2256,1,"0,8086000085","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",daftar susah ampun kode verifikasi telat tentukansampai ganti operator sajapadahal telkom apps lambat,negatif,playstore,"Pengiriman lambat, susah tracking resi",daftar susah ampun kode verifikasi telat tentukansampai ganti operator sajapadahal telkom apps lambat
2257,2,"0,8446999788","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",gera lambat bidang,negatif,playstore,Pelayanan lambat dan buruk,gera lambat bidang
2258,1,"0,9487000108","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",andal update hilang kaya riwayat cari kadang lacak kadang fitur hilang enak fitur bantu,negatif,playstore,"Pengiriman lambat, susah tracking resi",andal update hilang riwayat cari kadang lacak kadang fitur hilang enak fitur bantu
2259,0,"0,9296000004","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kali pesan pulau jawa tolak beli langsung retur seller kapok,negatif,playstore,Pelayanan sangat buruk,pesan pulau jawa tolak beli langsung retur seller kapok
2260,2,"0,9003999829","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",indonesia banget proses terang gagal update,negatif,playstore,Pelayanan lambat dan buruk,proses terang gagal update
2261,0,"0,9778000116","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",sayang cantum nohp hubung terima pesan daerah dibbeberapa daerah rumah rumah mgkn bkrja kluar sbntar dirumh timingny kadang brikuty layan lainy kejalasan mnrima pktny heranny tera dihubngi tulis akhirny retur jdrugi,negatif,playstore,Pelayanan sangat buruk,sayang cantum nohp hubung terima pesan daerah dibbeberapa daerah rumah rumah mgkn bkrja kluar sbntar dirumh timingny kadang brikuty layan lainy kejalasan mnrima pktny heranny tera dihubngi tulis akhirny retur jdrugi
2262,1,"0,7458999753","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",masuk daftar,negatif,playstore,"Pengiriman lambat, susah tracking resi",masuk daftar
2263,1,"0,7785000205","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",payah registrasi sulit,negatif,playstore,"Pengiriman lambat, susah tracking resi",payah registrasi sulit
2264,1,"0,5741000175","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",jelek registrasi susah ampun,negatif,playstore,"Pengiriman lambat, susah tracking resi",jelek registrasi susah ampun
2265,2,"0,7907999754","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",layan kecewa,negatif,playstore,Pelayanan lambat dan buruk,layan kecewa
2266,0,"0,7110000253","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",oknum pegawai malas perusahaanya kompeten dehlayanan bahasa sampeternyata minggu kejelasanpadahal kota,negatif,playstore,Pelayanan sangat buruk,oknum pegawai malas perusahaanya kompeten dehlayanan bahasa sampeternyata minggu kejelasanpadahal kota
2267,2,"0,9035000205","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa dokumen minggu haudechudah bayar mahal,negatif,playstore,Pelayanan lambat dan buruk,kecewa dokumen minggu haudechudah bayar mahal
2268,2,"0,9284999967","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lawak notifikasi besok susul ress reguler nyesal kwkwk,negatif,playstore,Pelayanan lambat dan buruk,lawak notifikasi besok susul resi reguler nyesal kwkwk
2269,2,"0,9526000023","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",banyakpesaing logistik tingkat layan mundur layan lambat mohon collect pangkas birokrasi ganda,negatif,playstore,Pelayanan lambat dan buruk,banyakpesaing logistik tingkat layan mundur layan lambat mohon collect pangkas birokrasi ganda
2270,0,"0,6148999929","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kalah,negatif,playstore,Pelayanan sangat buruk,kalah
2271,0,"0,6406999826","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kecewa layan blum trcover aktif commerce tokped shope daftar sistem prbaikan,negatif,playstore,Pelayanan sangat buruk,kecewa layan blum trcover aktif commerce shope daftar sistem prbaikan
2272,1,"0,9031000137","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",tolong sembarang asih update dokumen banget nerima baranganya terima professional dikit,negatif,playstore,"Pengiriman lambat, susah tracking resi",tolong sembarang asih update dokumen nerima baranganya terima professional dikit
2273,2,"0,8949999809","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa amanah jual janji minggu,negatif,playstore,Pelayanan lambat dan buruk,kecewa amanah jual janji minggu
2274,2,"0,6862999797","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lambat,negatif,playstore,Pelayanan lambat dan buruk,lambat
2275,1,"0,6448000073","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",ribet,negatif,playstore,"Pengiriman lambat, susah tracking resi",ribet
2276,1,"0,8837000132","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",registrasi susah padhal kode verifikasi,negatif,playstore,"Pengiriman lambat, susah tracking resi",registrasi susah padhal kode verifikasi
2277,1,"0,8733000159","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",habis ganti masuk susah etik resi,negatif,playstore,"Pengiriman lambat, susah tracking resi",habis ganti masuk susah etik resi
2278,1,"0,7605000138","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",riwayat hapus masuk uang bumn bobrok malu malu,negatif,playstore,"Pengiriman lambat, susah tracking resi",riwayat hapus masuk uang bumn bobrok malu malu
